,Vehicle_ID,Frame_ID,Tot_Frames,Epoch_ms,Local_X,Local_Y,Global_X,Global_Y,Veh_Len,Veh_Wid,Veh_Class,Veh_Velocity,Vehicle_Acc,Lane_ID,Org_Zone,Dest_Zone,Intersection,Section,Direction,Movement,Preceding_Veh,Following_Veh,Spacing,Headway
330447,1170,7220,2268,1163752300,12.434000000000001,141.384,2230528.731,1375672.489,15.5,7.0,2,19.5,2.34,0,101,214,1,0,2,1,0,0,0.0,0.0
330722,1170,7495,2268,1163779800,6.997000000000001,650.785,2230576.74,1376179.7869999998,15.5,7.0,2,23.93,0.67,0,101,214,2,0,2,1,0,0,0.0,0.0
331228,1170,8001,2268,1163830400,13.437999999999999,1184.06,2230819.3959999997,1376644.9119999998,15.5,7.0,2,21.97,2.18,0,101,214,3,0,2,1,0,0,0.0,0.0
331351,1170,8124,2268,1163842700,18.906,1589.221,2230853.176,1377050.3530000001,15.5,7.0,2,30.5,10.02,0,101,214,4,0,2,1,0,0,0.0,0.0
332010,1170,8783,2268,1163908600,16.421,1975.73,2230820.523,1377437.52,15.5,7.0,2,24.53,-2.09,0,101,214,5,0,2,1,0,0,0.0,0.0
332755,1173,7218,1228,1163752100,23.875999999999998,144.76,2230540.539,1375673.583,16.5,7.0,2,13.1,11.26,0,101,214,1,0,2,1,0,0,0.0,0.0
332951,1173,7414,1228,1163771700,13.449000000000002,649.368,2230582.848,1376177.289,16.5,7.0,2,23.5,-5.12,0,101,214,2,0,2,1,0,0,0.0,0.0
333096,1173,7559,1228,1163786200,24.943,1185.412,2230830.526,1376641.695,16.5,7.0,2,40.07,7.62,0,101,214,3,0,2,1,0,0,0.0,0.0
333189,1173,7652,1228,1163795500,30.128,1589.349,2230864.418,1377050.535,16.5,7.0,2,35.91,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
333293,1173,7756,1228,1163805900,27.014,1968.743,2230831.962,1377432.0880000002,16.5,7.0,2,33.38,11.23,0,101,214,5,0,2,1,0,0,0.0,0.0
334937,1176,7244,1987,1163754700,13.982999999999999,143.157,2230530.5840000003,1375674.144,16.0,7.0,2,25.71,-11.1,0,101,215,1,0,2,1,0,0,0.0,0.0
335207,1176,7514,1987,1163781700,5.598,649.27,2230575.123,1376178.689,16.0,7.0,2,23.29,-11.57,0,101,215,2,0,2,1,0,0,0.0,0.0
335714,1176,8021,1987,1163832400,14.745,1183.1760000000002,2230820.254,1376643.5769999998,16.0,7.0,2,24.08,4.5,0,101,215,3,0,2,1,0,0,0.0,0.0
335830,1176,8137,1987,1163844000,13.380999999999998,1588.75,2230847.5840000003,1377049.8590000002,16.0,7.0,2,37.88,6.24,0,101,215,4,0,2,1,0,0,0.0,0.0
336223,1176,8530,1987,1163883300,4.062,1981.274,2230807.515,1377441.269,16.0,7.0,2,18.11,11.2,0,101,215,5,0,2,2,0,0,0.0,0.0
336258,1177,6621,959,1163692400,-8.765,2040.641,2230785.746,1377498.073,16.1,7.0,2,25.55,0.0,2,115,202,5,0,4,3,0,0,0.0,0.0
336386,1177,6749,959,1163705200,-4.363,1650.6070000000002,2230828.9069999997,1377111.4730000002,16.1,7.0,2,36.93,2.77,0,115,202,4,0,4,1,0,0,0.0,0.0
336651,1177,7014,959,1163731700,-15.343,1239.205,2230813.687,1376705.711,16.1,7.0,2,30.36,-12.27,0,115,202,3,0,4,1,0,0,0.0,0.0
337006,1177,7369,959,1163767200,-3.236,777.117,2230589.93,1376305.937,16.1,7.0,2,4.92,9.22,0,115,202,2,0,4,1,0,0,0.0,0.0
337197,1177,7560,959,1163786300,1.3,232.872,2230533.796,1375764.355,16.1,7.0,2,28.21,-10.02,0,115,202,1,0,4,2,0,0,0.0,0.0
337217,1179,6621,932,1163692400,-20.537,2051.5029999999997,2230772.451,1377507.006,17.0,6.6,2,32.48,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
337318,1179,6722,932,1163702500,-12.655999999999999,1652.339,2230820.58,1377112.889,17.0,6.6,2,47.78,3.99,0,115,201,4,0,4,1,0,0,0.0,0.0
337563,1179,6967,932,1163727000,-22.233,1242.671,2230806.855,1376709.668,17.0,6.6,2,28.41,10.83,0,115,201,3,0,4,1,0,0,0.0,0.0
337960,1179,7364,932,1163766700,-25.521,777.309,2230569.202,1376314.6,17.0,6.6,2,1.87,-6.74,0,115,201,2,0,4,1,0,0,0.0,0.0
338116,1179,7520,932,1163782300,-23.313000000000002,231.456,2230509.223,1375766.756,17.0,6.6,2,51.39,-10.02,0,115,201,1,0,4,1,0,0,0.0,0.0
338169,1182,6643,1319,1163694600,-6.968999999999999,203.959,2230520.617,1375737.549,16.4,7.0,2,14.62,-0.84,0,123,214,1,0,2,2,0,0,0.0,0.0
338358,1182,6832,1319,1163713500,6.211,648.154,2230575.619,1376178.081,16.4,7.0,2,1.49,11.21,1,123,214,2,0,2,1,1165,1187,0.0,0.0
339068,1182,7542,1319,1163784500,11.888,1185.447,2230818.5,1376646.7759999998,16.4,7.0,2,35.58,3.67,0,123,214,3,0,2,1,0,0,0.0,0.0
339183,1182,7657,1319,1163796000,16.475,1589.2420000000002,2230850.673,1377050.466,16.4,7.0,2,24.68,3.97,0,123,214,4,0,2,1,0,0,0.0,0.0
339444,1182,7918,1319,1163822100,16.624000000000002,1976.068,2230820.674,1377437.9009999998,16.4,7.0,2,30.01,-3.17,0,123,214,5,0,2,1,0,0,0.0,0.0
340068,1185,6643,923,1163694600,-20.494,2049.71,2230772.768,1377505.24,15.2,7.0,2,37.79,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
340162,1185,6737,923,1163704000,-13.31,1652.114,2230819.9359999998,1377112.632,15.2,7.0,2,51.32,5.32,0,115,201,4,0,4,1,0,0,0.0,0.0
340418,1185,6993,923,1163729600,-25.729,1243.421,2230803.5409999997,1376711.2240000002,15.2,7.0,2,41.2,10.02,0,115,201,3,0,4,1,0,0,0.0,0.0
340813,1185,7388,923,1163769100,-22.868000000000002,777.3760000000001,2230571.141,1376312.539,15.2,7.0,2,1.54,-3.77,0,115,201,2,0,4,1,0,0,0.0,0.0
340957,1185,7532,923,1163783500,-24.035999999999998,233.542,2230508.894,1375769.029,15.2,7.0,2,51.34,4.04,0,115,201,1,0,4,1,0,0,0.0,0.0
341905,1189,6668,1604,1163697100,-8.525,2049.657,2230784.6040000003,1377507.019,17.1,7.0,2,30.69,0.0,1,114,201,5,0,4,1,1183,0,86.06,2.8
342029,1189,6792,1604,1163709500,-2.202,1651.004,2230831.0609999998,1377111.929,17.1,7.0,2,37.32,5.83,0,114,201,4,0,4,1,0,0,0.0,0.0
342279,1189,7042,1604,1163734500,-14.084000000000001,1240.883,2230814.5609999998,1376705.8969999999,17.1,7.0,2,27.45,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
342657,1189,7420,1604,1163772300,-14.329,777.179,2230579.208,1376309.5869999998,17.1,7.0,2,11.04,7.64,0,114,201,2,0,4,1,0,0,0.0,0.0
342829,1189,7592,1604,1163789500,-13.852,234.297,2230519.145,1375768.505,17.1,7.0,2,10.05,-11.1,0,114,201,1,0,4,1,0,0,0.0,0.0
344394,1192,6689,1239,1163699200,0.38,216.632,2230530.074,1375748.7219999998,16.7,7.1,2,21.87,10.12,0,123,214,1,0,2,2,0,0,0.0,0.0
344558,1192,6853,1239,1163715600,16.645,647.878,2230585.827,1376175.895,16.7,7.1,2,1.69,-11.17,2,123,214,2,0,2,1,1123,1173,0.0,0.0
345215,1192,7510,1239,1163781300,11.923,1184.066,2230817.997,1376645.49,16.7,7.1,2,41.69,3.37,0,123,214,3,0,2,1,0,0,0.0,0.0
345310,1192,7605,1239,1163790800,17.875,1589.021,2230852.153,1377050.1090000002,16.7,7.1,2,31.25,12.27,0,123,214,4,0,2,1,0,0,0.0,0.0
345592,1192,7887,1239,1163819000,16.839000000000002,1976.23,2230820.869,1377438.0890000002,16.7,7.1,2,33.87,-3.75,0,123,214,5,0,2,1,0,0,0.0,0.0
347217,1200,6746,1556,1163704900,-8.997,2050.651,2230783.985,1377507.929,16.1,7.0,2,33.77,0.0,1,114,201,5,0,4,1,1196,0,66.82,1.98
347351,1200,6880,1556,1163718300,-2.8360000000000003,1651.0620000000001,2230830.4269999997,1377111.9640000002,16.1,7.0,2,20.03,1.46,0,114,201,4,0,4,1,0,0,0.0,0.0
347535,1200,7064,1556,1163736700,-15.148,1241.438,2230813.5930000003,1376706.666,16.1,7.0,2,35.51,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
347910,1200,7439,1556,1163774200,-11.001,776.795,2230582.202,1376308.1330000001,16.1,7.0,2,20.18,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
348717,1200,8246,1556,1163854900,-13.675,234.56099999999998,2230519.319,1375768.475,16.1,7.0,2,22.57,-8.87,0,114,201,1,0,4,1,0,0,0.0,0.0
348773,1201,6753,806,1163705600,-19.365,2050.749,2230773.724,1377506.44,15.7,7.0,2,47.33,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
348856,1201,6836,806,1163713900,-14.542,1650.2079999999999,2230818.736,1377110.855,15.7,7.0,2,46.37,0.36,0,115,201,4,0,4,1,0,0,0.0,0.0
349041,1201,7021,806,1163732400,-24.252,1242.552,2230804.904,1376710.294,15.7,7.0,2,36.06,10.18,0,115,201,3,0,4,1,0,0,0.0,0.0
349411,1201,7391,806,1163769400,-13.185,777.37,2230580.624,1376309.8669999999,15.7,7.0,2,6.14,-10.49,0,115,201,2,0,4,1,0,0,0.0,0.0
349549,1201,7529,806,1163783200,-13.418,229.609,2230518.7909999997,1375764.0469999998,15.7,7.0,2,51.39,9.32,0,115,201,1,0,4,1,0,0,0.0,0.0
349579,1206,6767,1553,1163707000,-11.649000000000001,2063.09,2230779.461,1377519.8159999999,15.1,7.0,2,38.0,0.0,1,114,201,5,0,4,1,1200,0,83.37,2.19
349709,1206,6897,1553,1163720000,-4.249,1650.9460000000001,2230829.016,1377111.815,15.1,7.0,2,17.73,-1.6,0,114,201,4,0,4,1,0,0,0.0,0.0
349900,1206,7088,1553,1163739100,-19.507,1239.27,2230809.6380000003,1376706.823,15.1,7.0,2,40.83,-10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
350273,1206,7461,1553,1163776400,-11.789000000000001,777.1210000000001,2230581.6580000003,1376308.81,15.1,7.0,2,16.29,7.86,0,114,201,2,0,4,1,0,0,0.0,0.0
351079,1206,8267,1553,1163857000,-14.495,233.923,2230518.471,1375768.39,15.1,7.0,2,18.99,5.08,0,114,201,1,0,4,1,0,0,0.0,0.0
351132,1210,6779,899,1163708200,-19.486,2050.217,2230773.6859999998,1377505.896,16.2,7.0,2,39.57,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
351236,1210,6883,899,1163718600,-14.752,1649.767,2230818.5330000003,1377110.38,16.2,7.0,2,37.24,-5.48,0,115,223,4,0,4,1,0,0,0.0,0.0
351449,1210,7096,899,1163739900,-24.633000000000003,1243.128,2230804.569,1376710.6530000002,16.2,7.0,2,36.62,10.02,0,115,223,3,0,4,1,0,0,0.0,0.0
351824,1210,7471,899,1163777400,-24.838,777.3710000000001,2230569.589,1376313.843,16.2,7.0,2,0.34,5.61,0,115,223,2,0,4,1,0,0,0.0,0.0
351993,1210,7640,899,1163794300,-27.405,233.24900000000002,2230505.644,1375769.997,16.2,7.0,2,10.78,-11.27,0,115,223,1,0,4,3,0,0,0.0,0.0
352158,1214,6808,1540,1163711100,-20.113,2046.4470000000001,2230773.643,1377502.074,16.1,7.0,2,40.32,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
352268,1214,6918,1540,1163722100,-14.040999999999999,1651.424,2230819.219,1377112.0669999998,16.1,7.0,2,34.7,-1.17,0,115,201,4,0,4,1,0,0,0.0,0.0
352465,1214,7115,1540,1163741800,-22.756999999999998,1242.751,2230806.345,1376709.799,16.1,7.0,2,39.99,12.27,0,115,201,3,0,4,1,0,0,0.0,0.0
352846,1214,7496,1540,1163779900,-11.064,776.9839999999999,2230582.2569999998,1376308.3869999999,16.1,7.0,2,19.62,9.52,0,115,201,2,0,4,1,0,0,0.0,0.0
353652,1214,8302,1540,1163860500,-12.870999999999999,234.60299999999998,2230520.122,1375768.396,16.1,7.0,2,26.35,-8.29,0,115,201,1,0,4,1,0,0,0.0,0.0
353698,1219,6829,1504,1163713200,-9.543,2048.57,2230783.764,1377505.789,16.6,7.0,2,46.06,0.0,1,114,201,5,0,4,1,1213,0,108.65,2.36
353804,1219,6935,1504,1163723800,-3.031,1650.602,2230830.239,1377111.499,16.6,7.0,2,26.94,1.96,0,114,201,4,0,4,1,0,0,0.0,0.0
353992,1219,7123,1504,1163742600,-17.473,1239.673,2230811.746,1376706.591,16.6,7.0,2,40.8,-10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
354347,1219,7478,1504,1163778100,-10.355,777.1389999999999,2230583.0519999997,1376308.394,16.6,7.0,2,21.71,4.46,0,114,201,2,0,4,1,0,0,0.0,0.0
355157,1219,8288,1504,1163859100,-12.922,232.021,2230519.665,1375766.126,16.6,7.0,2,28.06,-10.02,0,114,201,1,0,4,1,0,0,0.0,0.0
355679,1226,6861,1503,1163716400,-12.517000000000001,2049.0460000000003,2230780.752,1377505.805,16.7,7.0,2,44.34,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
355780,1226,6962,1503,1163726500,-4.32,1649.586,2230828.965,1377110.4530000002,16.7,7.0,2,33.63,2.27,0,115,201,4,0,4,1,0,0,0.0,0.0
355967,1226,7149,1503,1163745200,-14.280999999999999,1240.858,2230814.377,1376706.006,16.7,7.0,2,38.56,10.02,0,115,201,3,0,4,1,0,0,0.0,0.0
356330,1226,7512,1503,1163781500,-12.399000000000001,775.633,2230580.8030000003,1376306.977,16.7,7.0,2,22.51,10.02,0,115,201,2,0,4,1,0,0,0.0,0.0
357137,1226,8319,1503,1163862200,-12.732999999999999,233.731,2230520.105,1375767.515,16.7,7.0,2,29.36,-8.39,0,115,201,1,0,4,1,0,0,0.0,0.0
359141,1235,6886,1374,1163718900,-11.214,2058.792,2230780.549,1377515.635,16.4,7.0,2,46.38,0.0,1,114,201,5,0,4,1,1226,0,116.25,2.51
359241,1235,6986,1374,1163728900,-3.805,1650.23,2230829.47,1377111.11,16.4,7.0,2,34.48,2.5,0,114,201,4,0,4,1,0,0,0.0,0.0
359391,1235,7136,1374,1163743900,-24.055,1240.211,2230805.627,1376709.019,16.4,7.0,2,40.22,-10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
359756,1235,7501,1374,1163780400,-22.076999999999998,777.028,2230571.514,1376311.51,16.4,7.0,2,8.17,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
359954,1235,7699,1374,1163800200,-24.038,233.792,2230509.0330000003,1375769.821,16.4,7.0,2,1.44,-10.02,2,114,201,1,0,4,1,0,1368,0.0,0.0
361327,1244,6909,1476,1163721200,-11.377,2054.58,2230781.0319999997,1377511.448,15.1,7.0,2,41.27,0.0,1,114,201,5,0,4,1,1235,0,99.44,2.41
361434,1244,7016,1476,1163731900,-4.9239999999999995,1651.484,2230828.333,1377112.3369999998,15.1,7.0,2,30.69,2.35,0,114,201,4,0,4,1,0,0,0.0,0.0
361595,1244,7177,1476,1163748000,-18.507,1242.292,2230810.4359999998,1376708.3569999998,15.1,7.0,2,42.37,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
361950,1244,7532,1476,1163783500,-13.87,777.2760000000001,2230579.8,1376309.747,15.1,7.0,2,21.37,-4.09,0,114,201,2,0,4,1,0,0,0.0,0.0
362757,1244,8339,1476,1163864200,-13.315,234.764,2230519.711,1375768.622,15.1,7.0,2,31.42,-8.64,0,114,201,1,0,4,1,0,0,0.0,0.0
365212,1289,7335,1596,1163763800,23.166,145.484,2230540.01,1375674.658,14.5,7.0,2,24.96,-11.19,0,101,214,1,0,2,1,0,0,0.0,0.0
365393,1289,7516,1596,1163781900,15.525,649.8480000000001,2230585.0,1376177.47,14.5,7.0,2,30.82,-11.77,0,101,214,2,0,2,1,0,0,0.0,0.0
365851,1289,7974,1596,1163827700,11.683,1182.441,2230817.151,1376644.095,14.5,7.0,2,17.67,2.01,0,101,214,3,0,2,1,0,0,0.0,0.0
365977,1289,8100,1596,1163840300,27.69,1589.362,2230861.974,1377050.534,14.5,7.0,2,34.01,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
366479,1289,8602,1596,1163890500,26.250999999999998,1968.911,2230831.2,1377432.145,14.5,7.0,2,0.06,0.0,0,101,214,5,0,2,1,0,0,0.0,0.0
368223,1299,7211,1201,1163751400,-15.414000000000001,1992.783,2230786.498,1377449.761,15.4,7.0,2,21.21,-0.79,0,115,201,5,0,4,3,0,0,0.0,0.0
368315,1299,7303,1201,1163760600,-5.506,1647.83,2230827.805,1377108.7140000002,15.4,7.0,2,47.97,12.27,0,115,201,4,0,4,1,0,0,0.0,0.0
368400,1299,7388,1201,1163769100,-16.927,1239.892,2230812.308,1376706.5180000002,15.4,7.0,2,51.39,-10.02,0,115,201,3,0,4,1,0,0,0.0,0.0
368563,1299,7551,1201,1163785400,-11.102,777.471,2230582.583,1376309.13,15.4,7.0,2,23.26,-5.49,0,115,201,2,0,4,1,0,0,0.0,0.0
369368,1299,8356,1201,1163865900,-13.168,232.65400000000002,2230519.5330000003,1375766.783,15.4,7.0,2,29.26,-10.02,0,115,201,1,0,4,1,0,0,0.0,0.0
369440,1303,7215,1343,1163751800,12.915999999999999,225.47299999999998,2230543.969,1375755.2380000001,15.2,7.4,2,14.44,0.0,0,102,215,1,0,2,3,0,0,0.0,0.0
369620,1303,7395,1343,1163769800,15.905999999999999,649.8380000000001,2230585.357,1376177.333,15.2,7.4,2,23.61,-5.08,0,102,215,2,0,2,1,0,0,0.0,0.0
369780,1303,7555,1343,1163785800,13.649000000000001,1183.875,2230819.6580000003,1376644.593,15.2,7.4,2,39.29,-1.7,0,102,215,3,0,2,1,0,0,0.0,0.0
369894,1303,7669,1343,1163797200,6.586,1588.921,2230840.7830000003,1377049.958,15.2,7.4,2,33.68,-1.09,0,102,215,4,0,2,1,0,0,0.0,0.0
370737,1303,8512,1343,1163881500,5.872999999999999,1980.636,2230809.393,1377440.956,15.2,7.4,2,15.25,3.91,0,102,215,5,0,2,2,0,0,0.0,0.0
370897,1308,7359,1564,1163766200,23.554000000000002,145.045,2230540.318,1375674.159,15.0,7.0,2,18.01,-11.18,0,101,214,1,0,2,1,0,0,0.0,0.0
371074,1308,7536,1564,1163783900,15.724,650.518,2230585.308,1376178.095,15.0,7.0,2,28.44,-11.39,0,101,214,2,0,2,1,0,0,0.0,0.0
371517,1308,7979,1564,1163828200,24.878,1186.855,2230831.019,1376643.05,15.0,7.0,2,15.93,-0.17,0,101,214,3,0,2,1,0,0,0.0,0.0
371741,1308,8203,1564,1163850600,29.546,1588.031,2230863.818,1377049.378,15.0,7.0,2,26.53,-8.3,0,101,214,4,0,2,1,0,0,0.0,0.0
372290,1308,8752,1564,1163905500,25.904,1969.53,2230830.77,1377432.711,15.0,7.0,2,14.74,0.0,0,101,214,5,0,2,1,0,0,0.0,0.0
372385,1311,7287,1608,1163759000,12.593,141.373,2230528.984,1375672.881,15.0,7.0,2,38.42,-6.13,0,101,214,1,0,2,1,0,0,0.0,0.0
372700,1311,7602,1608,1163790500,5.239,649.164,2230574.726,1376178.497,15.0,7.0,2,18.98,2.02,0,101,214,2,0,2,1,0,0,0.0,0.0
373155,1311,8057,1608,1163836000,12.003,1182.993,2230817.635,1376644.465,15.0,7.0,2,33.07,4.49,0,101,214,3,0,2,1,0,0,0.0,0.0
373271,1311,8173,1608,1163847600,17.799,1589.104,2230852.066,1377050.24,15.0,7.0,2,29.01,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
373914,1311,8816,1608,1163911900,15.944,1974.7089999999998,2230820.1890000002,1377436.4430000002,15.0,7.0,2,30.07,-1.48,0,101,214,5,0,2,1,0,0,0.0,0.0
376305,1331,7386,1457,1163768900,14.208,143.208,2230530.951,1375674.4340000001,16.0,7.0,2,51.46,-10.02,0,101,214,1,0,2,1,0,0,0.0,0.0
376472,1331,7553,1457,1163785600,15.977,650.727,2230585.582,1376178.197,16.0,7.0,2,29.01,-5.95,0,101,214,2,0,2,1,0,0,0.0,0.0
376957,1331,8038,1457,1163834100,12.78,1184.777,2230819.0609999998,1376645.832,16.0,7.0,2,29.9,2.95,0,101,214,3,0,2,1,0,0,0.0,0.0
377068,1331,8149,1457,1163845200,16.155,1590.672,2230850.332,1377051.8909999998,16.0,7.0,2,36.58,3.79,0,101,214,4,0,2,1,0,0,0.0,0.0
377721,1331,8802,1457,1163910500,15.203,1976.168,2230819.256,1377437.8,16.0,7.0,2,36.28,-3.57,0,101,214,5,0,2,1,0,0,0.0,0.0
378314,1343,7426,1468,1163772900,14.818,145.565,2230531.779,1375676.2230000002,16.0,7.0,2,51.4,-9.06,0,101,214,1,0,2,1,0,0,0.0,0.0
378545,1343,7657,1468,1163796000,4.985,650.403,2230574.694,1376179.751,16.0,7.0,2,28.21,-0.62,0,101,214,2,0,2,1,0,0,0.0,0.0
378968,1343,8080,1468,1163838300,13.902999999999999,1184.376,2230819.944,1376645.009,16.0,7.0,2,32.44,4.43,0,101,214,3,0,2,1,0,0,0.0,0.0
379081,1343,8193,1468,1163849600,16.47,1589.9189999999999,2230850.725,1377050.898,16.0,7.0,2,33.13,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
379726,1343,8838,1468,1163914100,16.745,1974.5810000000001,2230821.0069999998,1377436.4019999998,16.0,7.0,2,33.89,-5.65,0,101,214,5,0,2,1,0,0,0.0,0.0
380098,1350,7469,1351,1163777200,9.401,230.263,2230541.35,1375760.571,15.8,7.2,2,21.62,0.0,3,102,214,1,0,2,3,0,0,0.0,0.0
380214,1350,7585,1351,1163788800,15.470999999999998,650.347,2230585.058,1376178.062,15.8,7.2,2,39.85,-11.85,0,102,214,2,0,2,1,0,0,0.0,0.0
380632,1350,8003,1351,1163830600,24.318,1185.867,2230830.121,1376642.356,15.8,7.2,2,20.76,-0.18,0,102,214,3,0,2,1,0,0,0.0,0.0
380851,1350,8222,1351,1163852500,29.997,1589.601,2230864.254,1377050.899,15.8,7.2,2,27.85,12.27,0,102,214,4,0,2,1,0,0,0.0,0.0
381407,1350,8778,1351,1163908100,26.576999999999998,1968.944,2230831.518,1377432.2230000002,15.8,7.2,2,19.29,0.0,0,102,214,5,0,2,1,0,0,0.0,0.0
382362,1364,7632,1264,1163793500,-6.067,212.287,2230522.966,1375745.585,16.2,6.8,2,23.02,-1.78,0,123,214,1,0,2,2,0,0,0.0,0.0
382458,1364,7728,1264,1163803100,4.603,654.886,2230575.133,1376184.178,16.2,6.8,2,51.32,-10.81,0,123,214,2,0,2,1,0,0,0.0,0.0
382829,1364,8099,1264,1163840200,12.448,1182.941,2230818.047,1376644.2480000001,16.2,6.8,2,36.87,3.71,0,123,214,3,0,2,1,0,0,0.0,0.0
382943,1364,8213,1264,1163851600,16.087,1588.389,2230850.292,1377049.5469999998,16.2,6.8,2,33.46,-7.0,0,123,214,4,0,2,1,0,0,0.0,0.0
383589,1364,8859,1264,1163916200,16.214000000000002,1976.5420000000001,2230820.206,1377438.311,16.2,6.8,2,35.36,-3.85,0,123,214,5,0,2,1,0,0,0.0,0.0
384246,1369,7663,1268,1163796600,-1.709,223.91099999999997,2230529.261,1375756.065,15.7,6.9,2,26.6,10.02,0,123,214,1,0,2,2,0,0,0.0,0.0
384354,1369,7771,1268,1163807400,4.486000000000001,650.749,2230574.267,1376180.179,15.7,6.9,2,50.87,4.66,0,123,214,2,0,2,1,0,0,0.0,0.0
384721,1369,8138,1268,1163844100,14.57,1185.806,2230821.117,1376646.086,15.7,6.9,2,32.5,2.23,0,123,214,3,0,2,1,0,0,0.0,0.0
384837,1369,8254,1268,1163855700,19.636,1589.145,2230853.903,1377050.3080000002,15.7,6.9,2,29.15,12.27,0,123,214,4,0,2,1,0,0,0.0,0.0
385470,1369,8887,1268,1163919000,15.155999999999999,1976.991,2230819.105,1377438.606,15.7,6.9,2,34.08,-5.29,0,123,214,5,0,2,1,0,0,0.0,0.0
385501,1375,7651,917,1163795400,-10.039,2059.008,2230781.6769999997,1377516.029,14.4,6.8,2,25.55,0.0,1,114,201,5,0,4,1,1299,0,1583.15,61.96
385618,1375,7768,917,1163807100,-3.785,1651.1,2230829.477,1377111.979,14.4,6.8,2,44.75,3.55,0,114,201,4,0,4,1,0,0,0.0,0.0
385816,1375,7966,917,1163826900,-13.263,1241.609,2230815.463,1376706.428,14.4,6.8,2,23.2,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
386245,1375,8395,917,1163869800,-14.640999999999998,777.062,2230578.953,1376309.775,14.4,6.8,2,9.94,11.44,0,114,201,2,0,4,1,0,0,0.0,0.0
386390,1375,8540,917,1163884300,-13.511,232.12400000000002,2230519.0530000003,1375766.049,14.4,6.8,2,45.46,-9.54,0,114,201,1,0,4,1,0,0,0.0,0.0
386441,1377,7655,909,1163795800,-21.508000000000003,2047.211,2230772.148,1377502.616,17.0,6.8,2,26.45,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
386547,1377,7761,909,1163806400,-13.305,1652.8239999999998,2230819.911,1377113.361,17.0,6.8,2,45.22,11.53,0,115,201,4,0,4,1,0,0,0.0,0.0
386745,1377,7959,909,1163826200,-24.255,1245.289,2230805.055,1376711.414,17.0,6.8,2,22.32,12.27,0,115,201,3,0,4,1,0,0,0.0,0.0
386944,1377,8158,909,1163846100,-24.831999999999997,777.3539999999999,2230569.848,1376314.354,17.0,6.8,2,1.9,-1.07,0,115,201,2,0,4,1,0,0,0.0,0.0
387319,1377,8533,909,1163883600,-23.199,233.549,2230509.7290000003,1375768.946,17.0,6.8,2,51.36,-9.81,0,115,201,1,0,4,1,0,0,0.0,0.0
387499,1382,7686,1355,1163798900,-1.501,217.271,2230528.341,1375749.719,14.6,6.7,2,27.94,-3.55,0,123,215,1,0,2,2,0,0,0.0,0.0
388178,1382,8365,1355,1163866800,4.373,649.16,2230573.863,1376178.636,14.6,6.7,2,8.19,-1.31,0,123,215,2,0,2,1,0,0,0.0,0.0
388349,1382,8536,1355,1163883900,10.814,1184.139,2230816.997,1376645.977,14.6,6.7,2,42.52,2.76,0,123,215,3,0,2,1,0,0,0.0,0.0
388441,1382,8628,1355,1163893100,15.037,1588.72,2230849.279,1377049.852,14.6,6.7,2,39.45,5.14,0,123,215,4,0,2,1,0,0,0.0,0.0
388567,1382,8754,1355,1163905700,6.197,1979.808,2230809.828,1377440.149,14.6,6.7,2,7.72,-0.73,0,123,215,5,0,2,2,0,0,0.0,0.0
388853,1386,7697,1587,1163800000,-9.362,2055.651,2230782.859,1377512.815,15.6,7.0,2,32.51,0.0,1,114,201,5,0,4,1,1381,0,73.52,2.26
388976,1386,7820,1587,1163812300,-4.109,1651.22,2230829.152,1377112.092,15.6,7.0,2,29.81,2.27,0,114,201,4,0,4,1,0,0,0.0,0.0
389152,1386,7996,1587,1163829900,-15.739,1241.597,2230813.048,1376707.044,15.6,7.0,2,36.55,10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
389574,1386,8418,1587,1163872100,-11.61,776.4639999999999,2230581.37,1376307.8269999998,15.6,7.0,2,17.29,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
390374,1386,9218,1587,1163952100,-13.684000000000001,234.127,2230519.3019999997,1375768.427,15.6,7.0,2,2.77,0.0,0,114,201,1,0,4,1,0,0,0.0,0.0
390440,1387,7708,1244,1163801100,-2.34,215.391,2230527.191,1375748.0480000002,15.7,6.9,2,17.53,5.1,0,123,214,1,0,2,2,0,0,0.0,0.0
