,Vehicle_ID,Frame_ID,Tot_Frames,Epoch_ms,Local_X,Local_Y,Global_X,Global_Y,Veh_Len,Veh_Wid,Veh_Class,Veh_Velocity,Vehicle_Acc,Lane_ID,Org_Zone,Dest_Zone,Intersection,Section,Direction,Movement,Preceding_Veh,Following_Veh,Spacing,Headway
268668,970,6731,1095,1163703400,27.076999999999998,1970.6589999999999,2230831.793,1377434.05,17.1,7.0,2,40.35,5.53,0,123,214,5,0,2,1,0,0,0.0,0.0
269565,975,5691,1143,1163599400,-9.868,205.463,2230518.027,1375739.539,14.8,7.0,2,15.47,-0.49,0,123,214,1,0,2,2,0,0,0.0,0.0
270233,975,6359,1143,1163666200,4.896,649.137,2230574.374,1376178.524,14.8,7.0,2,9.45,-1.39,0,123,214,2,0,2,1,0,0,0.0,0.0
270399,975,6525,1143,1163682800,13.106,1183.809,2230818.808,1376644.8590000002,14.8,7.0,2,38.51,10.02,0,123,214,3,0,2,1,0,0,0.0,0.0
270499,975,6625,1143,1163692800,19.519000000000002,1588.885,2230853.798,1377049.981,14.8,7.0,2,31.71,12.27,0,123,214,4,0,2,1,0,0,0.0,0.0
270658,975,6784,1143,1163708700,17.61,1975.9279999999999,2230821.871,1377437.095,14.8,7.0,2,30.86,10.02,0,123,214,5,0,2,1,0,0,0.0,0.0
270698,976,5683,885,1163598600,-10.997,2050.7039999999997,2230782.001,1377507.676,16.1,7.0,2,43.78,0.0,1,114,201,5,0,4,1,966,0,115.44,2.64
270793,976,5778,885,1163608100,-3.866,1651.7179999999998,2230829.387,1377112.596,16.1,7.0,2,40.02,3.32,0,114,201,4,0,4,1,0,0,0.0,0.0
271017,976,6002,885,1163630500,-13.818,1241.651,2230814.9280000003,1376706.612,16.1,7.0,2,20.74,10.59,0,114,201,3,0,4,1,0,0,0.0,0.0
271414,976,6399,885,1163670200,-10.006,776.512,2230583.27,1376307.1509999998,16.1,7.0,2,14.35,12.27,0,114,201,2,0,4,1,0,0,0.0,0.0
271557,976,6542,885,1163684500,-13.640999999999998,231.342,2230518.8340000003,1375765.562,16.1,7.0,2,44.91,-10.02,0,114,201,1,0,4,1,0,0,0.0,0.0
272371,978,5693,1594,1163599600,-20.844,2056.449,2230771.391,1377511.846,15.1,7.0,2,27.87,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
272491,978,5813,1594,1163611600,-14.107999999999999,1649.8870000000002,2230819.175,1377110.521,15.1,7.0,2,37.64,-2.4,0,115,201,4,0,4,1,0,0,0.0,0.0
272751,978,6073,1594,1163637600,-15.902000000000001,1242.958,2230812.954,1376707.551,15.1,7.0,2,15.51,10.94,0,115,201,3,0,4,1,0,0,0.0,0.0
273126,978,6448,1594,1163675100,-14.796,777.113,2230578.747,1376309.708,15.1,7.0,2,14.39,5.2,0,115,201,2,0,4,1,0,0,0.0,0.0
273909,978,7231,1594,1163753400,-12.584000000000001,233.803,2230520.312,1375767.8280000002,15.1,7.0,2,17.0,-10.53,0,115,201,1,0,4,1,0,0,0.0,0.0
273965,979,5706,1562,1163600900,-12.578,2064.3920000000003,2230778.344,1377520.961,15.3,7.0,2,41.95,0.0,1,114,201,5,0,4,1,976,0,111.53,2.66
274058,979,5799,1562,1163610200,-4.388999999999999,1650.861,2230828.877,1377111.726,15.3,7.0,2,45.21,3.57,0,114,201,4,0,4,1,0,0,0.0,0.0
274301,979,6042,1562,1163634500,-14.745,1241.864,2230814.044,1376706.989,15.3,7.0,2,27.53,10.66,0,114,201,3,0,4,1,0,0,0.0,0.0
274682,979,6423,1562,1163672600,-13.204,777.038,2230580.2090000003,1376309.072,15.3,7.0,2,12.79,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
275451,979,7192,1562,1163749500,-12.880999999999998,233.915,2230520.055,1375768.0780000002,15.3,7.0,2,5.34,0.0,0,114,201,1,0,4,1,0,0,0.0,0.0
276079,980,6203,1159,1163650600,13.454,142.517,2230529.93,1375673.455,17.0,7.0,2,14.94,-2.27,0,101,214,1,0,2,1,0,0,0.0,0.0
276294,980,6418,1159,1163672100,14.588,648.455,2230583.87,1376176.451,17.0,7.0,2,31.03,6.66,0,101,214,2,0,2,1,0,0,0.0,0.0
276444,980,6568,1159,1163687100,23.741999999999997,1188.431,2230830.585,1376644.95,17.0,7.0,2,36.44,2.4,0,101,214,3,0,2,1,0,0,0.0,0.0
276550,980,6674,1159,1163697700,29.688000000000002,1590.592,2230863.9269999997,1377051.745,17.0,7.0,2,31.16,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
276658,980,6782,1159,1163708500,27.009,1972.0839999999998,2230831.5,1377435.3830000001,17.0,7.0,2,38.23,11.21,0,101,214,5,0,2,1,0,0,0.0,0.0
277725,984,6242,2008,1163654500,12.28,141.321,2230528.578,1375672.604,17.0,7.0,2,24.6,-10.44,0,101,214,1,0,2,1,0,0,0.0,0.0
277972,984,6489,2008,1163679200,16.173,649.395,2230585.554,1376176.8490000002,17.0,7.0,2,32.49,-7.05,0,101,214,2,0,2,1,0,0,0.0,0.0
278144,984,6661,2008,1163696400,22.635,1185.035,2230828.247,1376642.2419999999,17.0,7.0,2,8.82,-1.4,0,101,214,3,0,2,1,0,0,0.0,0.0
278710,984,7227,2008,1163753000,26.174,1590.263,2230860.355,1377051.634,17.0,7.0,2,30.11,6.45,0,101,214,4,0,2,1,0,0,0.0,0.0
279167,984,7684,2008,1163798700,26.859,1969.146,2230831.769,1377432.4630000002,17.0,7.0,2,13.95,0.0,0,101,214,5,0,2,1,0,0,0.0,0.0
280023,999,5762,807,1163606500,-10.382,2055.516,2230781.872,1377512.525,15.5,7.0,2,39.55,0.0,1,114,201,5,0,4,1,985,0,115.96,2.93
280125,999,5864,807,1163616700,-9.884,1650.3570000000002,2230823.391,1377111.095,15.5,7.0,2,43.65,2.77,0,114,201,4,0,4,1,0,0,0.0,0.0
280356,999,6095,807,1163639800,-24.389,1243.22,2230804.8219999997,1376710.705,15.5,7.0,2,29.23,11.05,0,114,201,3,0,4,1,0,0,0.0,0.0
280626,999,6365,807,1163666800,-23.660999999999998,777.318,2230570.781,1376313.5990000002,15.5,7.0,2,1.77,-5.34,0,114,201,2,0,4,1,0,0,0.0,0.0
280799,999,6538,807,1163684100,-22.724,231.865,2230509.9869999997,1375767.686,15.5,7.0,2,39.88,-10.02,0,114,201,1,0,4,1,0,0,0.0,0.0
281231,1007,5789,796,1163609200,-21.629,2055.817,2230770.712,1377511.102,15.7,6.6,2,37.21,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
281333,1007,5891,796,1163619400,-14.873,1649.319,2230818.419,1377109.9409999999,15.7,6.6,2,46.85,1.22,0,115,201,4,0,4,1,0,0,0.0,0.0
281565,1007,6123,796,1163642600,-25.159000000000002,1243.265,2230804.077,1376710.9340000001,15.7,6.6,2,31.27,10.78,0,115,201,3,0,4,1,0,0,0.0,0.0
281841,1007,6399,796,1163670200,-22.368000000000002,777.044,2230571.224,1376311.58,15.7,6.6,2,7.72,12.27,0,115,201,2,0,4,1,0,0,0.0,0.0
281991,1007,6549,796,1163685200,-19.636,234.162,2230513.339,1375768.8969999999,15.7,6.6,2,45.68,-10.02,0,115,201,1,0,4,1,0,0,0.0,0.0
282027,1009,5807,1525,1163611000,-13.165999999999999,2062.672,2230778.026,1377519.1709999999,16.6,7.0,2,37.94,0.0,1,114,201,5,0,4,1,1005,0,83.51,2.2
282138,1009,5918,1525,1163622100,-4.087,1651.565,2230829.168,1377112.448,16.6,7.0,2,36.61,1.62,0,114,201,4,0,4,1,0,0,0.0,0.0
282333,1009,6113,1525,1163641600,-14.539000000000001,1241.139,2230814.154,1376706.275,16.6,7.0,2,23.28,10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
282694,1009,6474,1525,1163677700,-13.247,776.717,2230579.981,1376308.709,16.6,7.0,2,16.48,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
283495,1009,7275,1525,1163757800,-13.312000000000001,233.608,2230519.579,1375767.864,16.6,7.0,2,18.99,-8.74,0,114,201,1,0,4,1,0,0,0.0,0.0
284360,1020,5825,1450,1163612800,-23.71,2061.549,2230767.778,1377516.448,16.1,7.0,2,36.99,0.0,2,114,201,5,0,4,1,1007,0,136.64,3.69
284466,1020,5931,1450,1163623400,-13.959000000000001,1652.414,2230819.275,1377112.909,16.1,7.0,2,42.4,5.59,0,114,201,4,0,4,1,0,0,0.0,0.0
284702,1020,6167,1450,1163647000,-13.652000000000001,1240.7069999999999,2230814.956,1376705.6030000001,16.1,7.0,2,24.35,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
285057,1020,6522,1450,1163682500,-11.318,775.8969999999999,2230581.91,1376307.017,16.1,7.0,2,24.15,12.27,0,114,201,2,0,4,1,0,0,0.0,0.0
285734,1020,7199,1450,1163750200,-24.299,232.93,2230508.641,1375769.112,16.1,7.0,2,8.34,0.0,0,114,201,1,0,4,1,0,0,0.0,0.0
286464,1027,5852,1504,1163615500,-8.396,2051.113,2230784.509,1377508.4780000001,16.5,7.0,2,38.34,0.0,1,114,201,5,0,4,1,1018,0,97.98,2.56
286577,1027,5965,1504,1163626800,-3.89,1651.395,2230829.3680000002,1377112.273,16.5,7.0,2,31.98,-2.72,0,114,201,4,0,4,1,0,0,0.0,0.0
286755,1027,6143,1504,1163644600,-13.838,1240.906,2230814.806,1376705.8730000001,16.5,7.0,2,24.54,11.28,0,114,201,3,0,4,1,0,0,0.0,0.0
287117,1027,6505,1504,1163680800,-13.073,776.545,2230580.037,1376308.43,16.5,7.0,2,17.77,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
287909,1027,7297,1504,1163760000,-13.63,232.77200000000002,2230519.097,1375766.975,16.5,7.0,2,23.52,-10.16,0,114,201,1,0,4,1,0,0,0.0,0.0
288720,1041,5871,1502,1163617400,-10.988,2047.68,2230782.472,1377504.689,16.5,7.0,2,36.61,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
288835,1041,5986,1502,1163628900,-3.93,1651.293,2230829.329,1377112.169,16.5,7.0,2,27.28,2.05,0,115,201,4,0,4,1,0,0,0.0,0.0
289040,1041,6191,1502,1163649400,-14.76,1241.255,2230813.9590000003,1376706.481,16.5,7.0,2,26.23,12.27,0,115,201,3,0,4,1,0,0,0.0,0.0
289390,1041,6541,1502,1163684400,-15.265999999999998,775.727,2230578.0409999997,1376307.8069999998,16.5,7.0,2,22.37,12.27,0,115,201,2,0,4,1,0,0,0.0,0.0
290171,1041,7322,1502,1163762500,-13.411,233.872,2230519.46,1375767.7580000001,16.5,7.0,2,29.25,-8.45,0,115,201,1,0,4,1,0,0,0.0,0.0
290244,1043,5873,720,1163617600,-22.412,2054.011,2230770.214,1377509.197,16.1,7.0,2,33.18,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
290366,1043,5995,720,1163629800,-13.907,1649.9360000000001,2230819.375,1377110.581,16.1,7.0,2,30.83,-1.99,0,115,223,4,0,4,1,0,0,0.0,0.0
290585,1043,6214,720,1163651700,-23.983,1243.228,2230805.216,1376710.586,16.1,7.0,2,33.13,12.27,0,115,223,3,0,4,1,0,0,0.0,0.0
290784,1043,6413,720,1163671600,-24.415,777.405,2230569.794,1376313.305,16.1,7.0,2,8.44,-12.27,0,115,223,2,0,4,1,0,0,0.0,0.0
290943,1043,6572,720,1163687500,-23.211,232.93200000000002,2230509.664,1375768.6509999998,16.1,7.0,2,22.98,-11.09,0,115,223,1,0,4,3,0,0,0.0,0.0
291001,1050,5892,1295,1163619500,-7.361000000000001,2053.749,2230785.128,1377511.241,15.3,7.0,2,35.94,0.0,1,114,202,5,0,4,1,1041,0,83.0,2.31
291119,1050,6010,1295,1163631300,-4.732,1649.5870000000002,2230828.5530000003,1377110.445,15.3,7.0,2,30.39,1.87,0,114,202,4,0,4,1,0,0,0.0,0.0
291325,1050,6216,1295,1163651900,-13.515,1240.958,2230815.127,1376705.836,15.3,7.0,2,27.15,12.27,0,114,202,3,0,4,1,0,0,0.0,0.0
291669,1050,6560,1295,1163686300,-14.707,777.183,2230578.917,1376309.85,15.3,7.0,2,21.0,1.23,0,114,202,2,0,4,1,0,0,0.0,0.0
292263,1050,7154,1295,1163745700,-0.057999999999999996,234.97,2230532.856,1375766.823,15.3,7.0,2,19.13,5.27,0,114,202,1,0,4,2,0,0,0.0,0.0
292451,1055,5906,775,1163620900,-20.522,2059.79,2230771.1980000003,1377515.197,17.0,6.5,2,33.49,0.0,2,114,223,5,0,4,1,1043,0,112.29,3.35
292568,1055,6023,775,1163632600,-13.550999999999998,1652.592,2230819.675,1377113.102,17.0,6.5,2,32.44,3.73,0,114,223,4,0,4,1,0,0,0.0,0.0
292800,1055,6255,775,1163655800,-25.677,1245.935,2230803.745,1376712.32,17.0,6.5,2,23.78,12.27,0,114,223,3,0,4,1,0,0,0.0,0.0
293029,1055,6484,775,1163678700,-23.983,777.595,2230570.58,1376313.917,17.0,6.5,2,9.79,-12.27,0,114,223,2,0,4,1,0,0,0.0,0.0
293190,1055,6645,775,1163694800,-25.505,232.84900000000002,2230507.445,1375769.275,17.0,6.5,2,13.61,-11.34,0,114,223,1,0,4,3,0,0,0.0,0.0
293255,1057,5912,1479,1163621500,-11.485,2061.048,2230779.9359999998,1377517.823,14.0,6.5,2,36.59,0.0,1,114,201,5,0,4,1,1050,0,79.16,2.16
293390,1057,6047,1479,1163635000,-4.628,1650.8120000000001,2230828.6380000003,1377111.755,14.0,6.5,2,26.76,11.64,0,114,201,4,0,4,1,0,0,0.0,0.0
293588,1057,6245,1479,1163654800,-14.343,1241.205,2230814.35,1376706.2680000002,14.0,6.5,2,32.29,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
293926,1057,6583,1479,1163688600,-12.835,777.018,2230580.5919999997,1376309.015,14.0,6.5,2,23.33,9.11,0,114,201,2,0,4,1,0,0,0.0,0.0
294688,1057,7345,1479,1163764800,-12.949000000000002,232.826,2230519.779,1375766.918,14.0,6.5,2,29.79,-10.02,0,114,201,1,0,4,1,0,0,0.0,0.0
295527,1067,5964,1350,1163626700,-19.563,2047.8120000000001,2230773.978,1377503.507,15.6,7.0,2,37.54,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
295636,1067,6073,1350,1163637600,-15.485,1652.405,2230817.751,1377112.824,15.6,7.0,2,34.52,-7.25,0,115,201,4,0,4,1,0,0,0.0,0.0
295827,1067,6264,1350,1163656700,-13.822000000000001,1241.295,2230814.872,1376706.2340000002,15.6,7.0,2,29.99,12.27,0,115,201,3,0,4,1,0,0,0.0,0.0
296167,1067,6604,1350,1163690700,-13.999,777.695,2230579.982,1376310.406,15.6,7.0,2,21.99,-8.81,0,115,201,2,0,4,1,0,0,0.0,0.0
296821,1067,7258,1350,1163756100,-22.296,233.08599999999998,2230510.6180000002,1375768.79,15.6,7.0,2,22.73,-11.41,0,115,201,1,0,4,1,0,0,0.0,0.0
298936,1084,5994,1377,1163629700,-10.964,2052.4210000000003,2230781.7709999997,1377509.378,16.0,7.0,2,34.33,0.0,1,114,201,5,0,4,1,1070,0,85.3,2.48
299260,1084,6318,1377,1163662100,-8.248,1652.0739999999998,2230824.997,1377112.764,16.0,7.0,2,11.71,1.53,0,114,201,4,0,4,1,0,0,0.0,0.0
299406,1084,6464,1377,1163676700,-24.211,1243.635,2230805.048,1376711.0359999998,16.0,7.0,2,42.01,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
299581,1084,6639,1377,1163694200,-20.9,777.334,2230573.099,1376312.0569999998,16.0,7.0,2,15.12,-4.85,0,114,201,2,0,4,1,0,0,0.0,0.0
300263,1084,7321,1377,1163762400,-23.919,233.646,2230509.091,1375769.4719999998,16.0,7.0,2,23.34,-10.02,0,114,201,1,0,4,1,0,0,0.0,0.0
304401,1102,6258,799,1163656100,10.807,142.391,2230527.293,1375673.799,14.5,7.0,2,27.43,-7.67,0,101,214,1,0,2,1,0,0,0.0,0.0
304608,1102,6465,799,1163676800,12.762,649.1030000000001,2230582.145,1376177.144,14.5,7.0,2,34.96,1.44,0,101,214,2,0,2,1,0,0,0.0,0.0
304742,1102,6599,799,1163690200,21.645,1187.0639999999999,2230828.133,1376644.517,14.5,7.0,2,40.26,3.39,0,101,214,3,0,2,1,0,0,0.0,0.0
304841,1102,6698,799,1163700100,21.406,1588.65,2230855.706,1377049.7680000002,14.5,7.0,2,35.39,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
304971,1102,6828,799,1163713100,16.133,1976.648,2230820.105,1377438.3969999999,14.5,7.0,2,26.55,-4.0,0,101,214,5,0,2,1,0,0,0.0,0.0
305829,1104,6251,753,1163655400,22.924,145.22,2230539.721,1375674.438,15.5,7.0,2,26.05,-11.16,0,101,214,1,0,2,1,0,0,0.0,0.0
306026,1104,6448,753,1163675100,14.325,650.184,2230583.8619999997,1376177.9730000002,15.5,7.0,2,29.0,-1.73,0,101,214,2,0,2,1,0,0,0.0,0.0
306164,1104,6586,753,1163688900,25.878,1187.001,2230832.011,1376642.8169999998,15.5,7.0,2,37.91,-1.36,0,101,214,3,0,2,1,0,0,0.0,0.0
306266,1104,6688,753,1163699100,28.605999999999998,1589.375,2230862.874,1377050.6519999998,15.5,7.0,2,30.0,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
306377,1104,6799,753,1163710200,27.764,1970.145,2230832.56,1377433.571,15.5,7.0,2,37.12,12.27,0,101,214,5,0,2,1,0,0,0.0,0.0
307930,1114,6205,1288,1163650800,-14.845999999999998,1993.5220000000002,2230786.9469999997,1377450.5780000002,16.3,7.0,2,14.82,-1.16,0,115,202,5,0,4,3,0,0,0.0,0.0
308082,1114,6357,1288,1163666000,-6.585,1652.4479999999999,2230826.6380000003,1377113.3190000001,16.3,7.0,2,22.72,11.69,0,115,202,4,0,4,1,0,0,0.0,0.0
308208,1114,6483,1288,1163678600,-14.475,1239.391,2230814.3959999997,1376705.156,16.3,7.0,2,41.32,-10.02,0,115,202,3,0,4,1,0,0,0.0,0.0
308355,1114,6630,1288,1163693300,-12.215,775.809,2230581.0209999997,1376307.142,16.3,7.0,2,23.16,12.27,0,115,202,2,0,4,1,0,0,0.0,0.0
308966,1114,7241,1288,1163754400,-3.748,234.388,2230529.129,1375766.9409999999,16.3,7.0,2,7.11,-5.72,0,115,202,1,0,4,2,0,0,0.0,0.0
309192,1121,6241,1262,1163654400,-14.317,2002.944,2230786.027,1377459.971,15.2,7.0,2,20.46,-3.58,0,115,202,5,0,4,3,0,0,0.0,0.0
309329,1121,6378,1262,1163668100,-4.777,1652.491,2230828.449,1377113.2969999998,15.2,7.0,2,24.1,-1.66,0,115,202,4,0,4,1,0,0,0.0,0.0
309475,1121,6524,1262,1163682700,-18.412,1239.308,2230810.7090000003,1376706.545,15.2,7.0,2,43.97,-10.02,0,115,202,3,0,4,1,0,0,0.0,0.0
309611,1121,6660,1262,1163696300,-13.722999999999999,775.7860000000001,2230579.569,1376307.58,15.2,7.0,2,25.26,10.02,0,115,202,2,0,4,1,0,0,0.0,0.0
310249,1121,7298,1262,1163760100,-4.207,234.838,2230528.756,1375767.465,15.2,7.0,2,5.23,-6.04,0,115,202,1,0,4,2,0,0,0.0,0.0
311231,1123,6307,1515,1163661000,13.364,141.54,2230529.7090000003,1375672.924,17.0,7.0,2,33.18,-1.88,0,101,214,1,0,2,1,0,0,0.0,0.0
311442,1123,6518,1515,1163682100,15.519,651.835,2230585.332,1376179.366,17.0,7.0,2,37.31,-3.75,0,101,214,2,0,2,1,0,0,0.0,0.0
312040,1123,7116,1515,1163741900,24.389,1186.521,2230830.4390000002,1376642.9319999998,17.0,7.0,2,17.77,0.0,0,101,214,3,0,2,1,0,0,0.0,0.0
312197,1123,7273,1515,1163757600,30.188000000000002,1587.88,2230864.443,1377049.236,17.0,7.0,2,20.53,-6.97,0,101,214,4,0,2,1,0,0,0.0,0.0
312631,1123,7707,1515,1163801000,26.511,1969.0420000000001,2230831.4390000002,1377432.311,17.0,7.0,2,17.11,0.0,0,101,214,5,0,2,1,0,0,0.0,0.0
315323,1131,6327,1409,1163663000,13.447000000000001,141.88299999999998,2230529.824,1375672.966,15.0,7.0,2,28.65,-10.13,0,101,214,1,0,2,1,0,0,0.0,0.0
315522,1131,6526,1409,1163682900,4.303999999999999,650.085,2230573.965,1376179.5559999999,15.0,7.0,2,36.45,1.02,0,101,214,2,0,2,1,0,0,0.0,0.0
315987,1131,6991,1409,1163729400,13.944,1183.25,2230819.549,1376643.97,15.0,7.0,2,18.19,2.36,0,101,214,3,0,2,1,0,0,0.0,0.0
316120,1131,7124,1409,1163742700,15.208,1590.296,2230849.39,1377051.501,15.0,7.0,2,36.12,3.79,0,101,214,4,0,2,1,0,0,0.0,0.0
316662,1131,7666,1409,1163796900,16.525,1974.392,2230820.809,1377436.187,15.0,7.0,2,11.25,11.31,0,101,214,5,0,2,1,0,0,0.0,0.0
316739,1134,6350,1296,1163665300,12.043,142.44,2230528.536,1375673.7419999999,14.5,7.0,2,28.16,-10.52,0,101,215,1,0,2,1,0,0,0.0,0.0
316935,1134,6546,1296,1163684900,3.057,650.785,2230572.865,1376180.459,14.5,7.0,2,34.34,4.93,0,101,215,2,0,2,1,0,0,0.0,0.0
317409,1134,7020,1296,1163732300,12.372,1182.4080000000001,2230817.769,1376643.7869999998,14.5,7.0,2,22.51,3.84,0,101,215,3,0,2,1,0,0,0.0,0.0
317541,1134,7152,1296,1163745500,14.815999999999999,1589.293,2230849.012,1377050.425,14.5,7.0,2,33.22,1.96,0,101,215,4,0,2,1,0,0,0.0,0.0
317962,1134,7573,1296,1163787600,4.437,1983.51,2230807.6040000003,1377443.186,14.5,7.0,2,26.5,12.27,0,101,215,5,0,2,2,0,0,0.0,0.0
318424,1142,6367,1290,1163667000,13.280999999999999,142.667,2230529.792,1375673.74,15.5,7.0,2,28.29,-11.08,0,101,215,1,0,2,1,0,0,0.0,0.0
318619,1142,6562,1290,1163686500,5.7010000000000005,649.876,2230575.328,1376179.108,15.5,7.0,2,40.17,4.58,0,101,215,2,0,2,1,0,0,0.0,0.0
319096,1142,7039,1290,1163734200,13.232000000000001,1183.485,2230818.98,1376644.447,15.5,7.0,2,26.5,4.04,0,101,215,3,0,2,1,0,0,0.0,0.0
319223,1142,7166,1290,1163746900,14.139000000000001,1589.601,2230848.332,1377050.7240000002,15.5,7.0,2,34.29,0.17,0,101,215,4,0,2,1,0,0,0.0,0.0
319642,1142,7585,1290,1163788800,2.636,1982.0120000000002,2230805.9790000003,1377441.909,15.5,7.0,2,21.42,-10.02,0,101,215,5,0,2,2,0,0,0.0,0.0
320494,1145,6368,1038,1163667100,-22.061,1997.025,2230779.28,1377452.936,15.6,7.0,2,18.1,-0.72,0,115,201,5,0,4,3,0,0,0.0,0.0
320593,1145,6467,1038,1163677000,-11.37,1650.66,2230821.901,1377111.364,15.6,7.0,2,43.6,-1.29,0,115,201,4,0,4,1,0,0,0.0,0.0
320689,1145,6563,1038,1163686600,-28.693,1239.903,2230801.036,1376710.063,15.6,7.0,2,51.38,-10.02,0,115,201,3,0,4,1,0,0,0.0,0.0
320809,1145,6683,1038,1163698600,-22.785999999999998,776.5,2230570.534,1376311.13,15.6,7.0,2,15.46,10.02,0,115,201,2,0,4,1,0,0,0.0,0.0
321467,1145,7341,1038,1163764400,-24.459,233.442,2230508.522,1375769.355,15.6,7.0,2,24.7,-10.02,0,115,201,1,0,4,1,0,0,0.0,0.0
321539,1147,6395,1353,1163669800,13.579,144.481,2230530.4080000003,1375675.511,15.0,7.0,2,35.14,-10.67,0,101,214,1,0,2,1,0,0,0.0,0.0
321724,1147,6580,1353,1163688300,5.473,650.484,2230575.2290000003,1376179.739,15.0,7.0,2,35.44,-5.13,0,101,214,2,0,2,1,0,0,0.0,0.0
322207,1147,7063,1353,1163736600,11.717,1182.914,2230817.361,1376644.507,15.0,7.0,2,30.64,3.48,0,101,214,3,0,2,1,0,0,0.0,0.0
322331,1147,7187,1353,1163749000,17.646,1589.4479999999999,2230851.925,1377050.576,15.0,7.0,2,26.79,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
322840,1147,7696,1353,1163799900,16.394000000000002,1974.899,2230820.608,1377436.6940000001,15.0,7.0,2,25.66,-1.97,0,101,214,5,0,2,1,0,0,0.0,0.0
322924,1152,6421,1378,1163672400,13.251,142.658,2230529.789,1375673.743,16.0,7.0,2,37.74,-10.02,0,101,214,1,0,2,1,0,0,0.0,0.0
323115,1152,6612,1378,1163691500,5.5760000000000005,651.262,2230575.432,1376180.497,16.0,7.0,2,33.38,-3.67,0,101,214,2,0,2,1,0,0,0.0,0.0
323595,1152,7092,1378,1163739500,14.295,1182.879,2230819.727,1376643.476,16.0,7.0,2,26.12,4.18,0,101,214,3,0,2,1,0,0,0.0,0.0
323723,1152,7220,1378,1163752300,15.837,1589.93,2230850.03,1377051.1530000002,16.0,7.0,2,33.77,2.47,0,101,214,4,0,2,1,0,0,0.0,0.0
324231,1152,7728,1378,1163803100,17.843,1975.81,2230821.92,1377437.795,16.0,7.0,2,23.43,-2.39,0,101,214,5,0,2,1,0,0,0.0,0.0
324499,1155,6445,1350,1163674800,15.421,143.335,2230532.047,1375674.094,16.5,7.0,2,39.57,-10.02,0,101,214,1,0,2,1,0,0,0.0,0.0
324682,1155,6628,1350,1163693100,5.77,651.742,2230575.705,1376180.936,16.5,7.0,2,35.07,3.31,0,101,214,2,0,2,1,0,0,0.0,0.0
325163,1155,7109,1350,1163741200,14.667,1183.81,2230820.4280000003,1376644.1919999998,16.5,7.0,2,26.75,4.28,0,101,214,3,0,2,1,0,0,0.0,0.0
325290,1155,7236,1350,1163753900,14.25,1589.7720000000002,2230848.44,1377050.9619999998,16.5,7.0,2,30.93,3.58,0,101,214,4,0,2,1,0,0,0.0,0.0
325803,1155,7749,1350,1163805200,16.175,1976.165,2230820.2290000003,1377437.8769999999,16.5,7.0,2,26.58,-9.21,0,101,214,5,0,2,1,0,0,0.0,0.0
325871,1157,6467,1376,1163677000,12.163,143.67,2230528.846,1375674.82,17.0,7.0,2,35.6,-9.64,0,101,214,1,0,2,1,0,0,0.0,0.0
326054,1157,6650,1376,1163695300,5.039,651.2719999999999,2230574.905,1376180.5980000002,17.0,7.0,2,34.06,-4.15,0,101,214,2,0,2,1,0,0,0.0,0.0
326529,1157,7125,1376,1163742800,12.831,1183.569,2230818.643,1376644.679,17.0,7.0,2,28.61,3.79,0,101,214,3,0,2,1,0,0,0.0,0.0
326659,1157,7255,1376,1163755800,17.762,1589.519,2230851.998,1377050.5690000001,17.0,7.0,2,25.65,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
327185,1157,7781,1376,1163808400,17.288,1975.6889999999999,2230821.381,1377437.61,17.0,7.0,2,32.61,-3.96,0,101,214,5,0,2,1,0,0,0.0,0.0
328064,1165,6545,1309,1163684800,13.51,143.991,2230530.279,1375675.0380000002,16.6,7.0,2,44.25,-10.02,0,101,214,1,0,2,1,0,0,0.0,0.0
328195,1165,6676,1309,1163697900,6.836,651.923,2230576.795,1376180.9319999998,16.6,7.0,2,42.32,-5.42,0,101,214,2,0,2,1,0,0,0.0,0.0
328663,1165,7144,1309,1163744700,14.267999999999999,1183.003,2230819.748,1376643.6030000001,16.6,7.0,2,30.67,4.47,0,101,214,3,0,2,1,0,0,0.0,0.0
328799,1165,7280,1309,1163758300,16.469,1588.694,2230850.673,1377049.8490000002,16.6,7.0,2,26.74,4.91,0,101,214,4,0,2,1,0,0,0.0,0.0
329324,1165,7805,1309,1163810800,15.902999999999999,1975.355,2230820.062,1377437.091,16.6,7.0,2,33.94,-3.7,0,101,214,5,0,2,1,0,0,0.0,0.0
